scenario_type,profile,target_cos,target_jac,len_ei,len_su,len_fo
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6550,0.7917,285,485,284
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7160,0.8384,490,528,369
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6471,0.7901,417,423,232
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7288,0.8718,470,383,89
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6659,0.8072,442,633,261
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7770,0.8851,499,533,173
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6403,0.7826,316,388,220
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6406,0.7831,421,518,326
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7823,0.8791,396,606,297
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7653,0.8676,250,460,261
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6951,0.8293,399,410,228
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6755,0.8108,618,588,352
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6901,0.8243,401,509,226
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6718,0.8049,397,402,277
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.5923,0.7460,277,433,197
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6625,0.8000,401,577,286
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6534,0.8205,523,400,150
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.5944,0.7561,440,667,253
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6231,0.7742,335,562,190
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.5924,0.7470,459,528,282
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.7578,0.8660,523,532,293
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6058,0.7614,472,440,289
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6998,0.8235,355,489,338
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6383,0.7889,440,568,234
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6468,0.7857,285,520,256
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.8132,0.9028,350,594,179
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6748,0.8101,347,394,289
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6605,0.8077,424,470,190
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6081,0.7564,298,622,281
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6176,0.7647,310,536,436
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6032,0.7526,437,1161,405
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6544,0.8043,882,1332,409
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.5926,0.7453,482,891,421
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6709,0.8188,1066,1169,344
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6801,0.8140,393,790,283
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6405,0.7885,1260,1028,549
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6524,0.8036,666,1329,295
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6081,0.7570,517,876,437
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6740,0.8053,513,1138,452
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.5808,0.7355,901,1152,686
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6238,0.7685,534,924,452
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6069,0.7600,718,1139,521
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6841,0.8136,611,1554,443
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6781,0.8377,1416,1406,270
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6727,0.8317,637,1541,197
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6157,0.7920,980,1351,313
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6797,0.8319,873,1665,231
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6719,0.8316,699,1373,177
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.7876,0.9478,1076,1447,34
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6674,0.8080,737,1067,471
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.7118,0.8521,1039,1493,304
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.5673,0.7308,655,1145,410
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6553,0.8054,1120,1465,429
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.5865,0.7500,722,1452,382
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.5848,0.7407,972,1425,695
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6611,0.8077,597,693,300
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6878,0.8160,645,858,498
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6690,0.8021,434,814,362
misconception_correction_flow,cell_81_messages_base_single_psycho,0.5850,0.7431,552,903,1014
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.7205,0.8404,457,1021,295
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.5960,0.7500,542,1062,450
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.6175,0.7636,520,884,438
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.5378,0.7168,837,1454,350
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6050,0.7750,1324,1364,517
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.5669,0.7383,1089,1587,479
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.8203,0.9615,1199,1604,23
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.5822,0.7379,510,709,440
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.6445,0.8015,1013,852,354
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.5939,0.7642,901,1409,319
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.7117,0.8347,668,1119,429
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6186,0.7760,765,1234,427
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6394,0.7949,1178,1222,507
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6507,0.8092,958,797,320
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7968,0.9459,1047,950,37
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6128,0.7627,664,961,462
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6826,0.8403,1115,1450,272
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6189,0.7647,470,833,484
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6408,0.7890,638,1005,333
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6393,0.7868,964,1096,503
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6402,0.7901,521,710,264
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6725,0.8182,747,836,276
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5984,0.7500,599,1094,499
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5682,0.7344,1017,1327,448
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5471,0.7184,704,1109,304
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5302,0.6931,534,1137,497
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6859,0.8175,882,1284,506
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.4940,0.6720,807,1475,518
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.5952,0.7500,916,1613,561
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.5677,0.7286,962,1645,549
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6109,0.7658,1055,1496,711
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.5723,0.7285,755,1457,719
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.5135,0.6786,619,1544,565
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.5677,0.7622,1693,1667,381
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6317,0.7976,1497,1833,481
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6878,0.8393,829,1421,225
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6499,0.7982,662,1046,319
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6440,0.8182,1195,1559,256
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6570,0.8014,1004,1499,491
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6344,0.7789,486,888,358
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6479,0.7863,575,836,537
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.5843,0.7377,599,981,592
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.5129,0.6812,959,1286,614
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6750,0.8065,443,728,371
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6696,0.8099,850,962,414
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.5819,0.7358,498,848,434
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6771,0.8163,589,1096,255
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6366,0.7787,667,1120,473
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6058,0.7552,815,1639,586
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6851,0.8151,617,879,456
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6726,0.8217,949,932,336
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6076,0.7594,814,1564,522
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.5943,0.7467,816,1450,716
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6045,0.7535,738,1434,791
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6072,0.7727,723,1536,302
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.5836,0.7483,1084,1420,519
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6541,0.7986,966,1744,460
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6587,0.7958,1021,892,566
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.5879,0.7561,920,1628,390
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6305,0.7820,891,1355,414
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6168,0.7806,1112,1567,505
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.5628,0.7603,1093,1584,260
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.5821,0.7453,1218,1695,596
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6763,0.8070,461,873,449
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.7771,0.8788,498,936,281
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6138,0.7609,383,856,401
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6045,0.7573,531,1116,366
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6606,0.8095,856,1092,343
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6444,0.7965,637,955,292
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7009,0.8279,633,894,404
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6754,0.8083,610,809,402
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5830,0.7387,661,1387,385
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5915,0.7480,750,1126,449
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.4658,0.6514,733,1577,416
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6444,0.7945,1030,1299,445
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6126,0.7652,741,1472,555
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6575,0.7953,777,1418,491
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.5884,0.7424,812,1415,624
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6288,0.7744,780,1366,666
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6184,0.8065,1095,978,228
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6731,0.8261,786,1453,252
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6360,0.7986,1116,1481,440
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6684,0.8152,538,877,250
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.7258,0.8516,837,1214,348
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.5617,0.7255,574,774,434
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6392,0.7947,1063,918,430
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6103,0.7589,635,879,460
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.5868,0.7404,536,891,473
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6567,0.8092,1005,1277,460
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7141,0.8385,867,1581,409
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6924,0.8208,571,1100,390
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6588,0.7946,574,917,478
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.5310,0.7025,1225,1706,675
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.5858,0.7445,905,1180,541
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6051,0.7594,870,1522,600
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6736,0.8195,965,1122,396
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.5455,0.7092,914,1395,606
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6988,0.8308,849,1520,455
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6589,0.8112,1084,1034,406
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6509,0.8129,1136,1114,299
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6380,0.7842,883,1300,570
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6143,0.7611,980,1564,1081
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.8545,0.9640,943,1699,32
productive_deadlock_impasse,cell_87_messages_recog_multi_psycho,0.6301,0.7929,1060,1478,351
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.5648,0.7222,62,53,61
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.9125,0.9692,386,87,51
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.4513,0.6220,369,597,400
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.3037,0.4667,59,57,64
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.8799,0.9483,346,766,67
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.7271,0.8704,363,77,61
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.5697,0.7273,400,558,363
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.5088,0.6747,343,684,440
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6667,0.8000,55,83,46
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.7646,0.8936,266,587,61
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.9194,0.9583,51,582,68
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.4095,0.5811,332,74,316
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.7369,0.8500,53,77,63
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6182,0.7647,289,510,390
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.5808,0.7353,461,603,500
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6710,0.8148,239,614,106
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6895,0.8529,436,625,81
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6103,0.7670,582,647,302
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.5549,0.7162,246,607,344
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.5606,0.7196,544,662,444
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6262,0.7701,364,621,341
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.5352,0.7097,358,544,184
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.4464,0.6220,364,541,439
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6265,0.8605,305,70,40
misconception_correction_flow,cell_81_messages_base_single_psycho,0.3550,0.5303,411,64,273
misconception_correction_flow,cell_81_messages_base_single_psycho,0.7929,0.9153,330,714,72
misconception_correction_flow,cell_81_messages_base_single_psycho,0.4286,0.6000,45,68,43
misconception_correction_flow,cell_81_messages_base_single_psycho,0.7030,0.8868,371,617,36
misconception_correction_flow,cell_81_messages_base_single_psycho,0.5493,0.7290,877,672,298
misconception_correction_flow,cell_81_messages_base_single_psycho,0.8909,0.9444,45,64,52
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6680,0.8023,333,537,381
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.4312,0.6765,58,47,201
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.6127,0.8500,32,82,250
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.7163,0.8354,255,467,344
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.0513,0.1000,54,54,49
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.5145,0.6806,352,531,301
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.4763,0.6479,284,544,364
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.7781,0.8889,94,561,279
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.7977,0.9077,85,108,374
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.5915,0.7442,333,535,409
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6562,0.8406,494,644,78
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.5658,0.7228,409,556,491
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6000,0.7500,378,506,390
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.5857,0.7391,436,581,390
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.5461,0.7065,455,591,433
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.5592,0.7176,375,636,353
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.7058,0.8889,347,654,40
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.7948,0.9167,54,71,349
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.8349,0.9483,27,706,414
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6439,0.7835,430,67,408
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.7115,0.8315,376,84,396
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.8443,0.9444,460,506,51
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5918,0.8333,44,69,375
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.8239,0.9216,280,589,67
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5161,0.6818,476,69,372
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5857,0.7391,417,636,420
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5723,0.7283,401,532,443
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6007,0.7525,465,733,385
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6615,0.8021,513,600,373
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.5991,0.7500,540,589,480
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.4857,0.6548,346,500,451
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6944,0.8571,418,688,88
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6773,0.8551,463,730,92
mutual_transformation_journey,cell_85_messages_recog_single_psycho,1.0000,1.0000,1,128,100
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6762,0.8242,599,623,211
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6501,0.8146,2553,683,526
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.7166,0.8864,640,626,81
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6253,0.7759,579,640,396
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.5625,0.7283,300,567,510
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.5818,0.7361,304,691,310
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.5530,0.7129,508,704,445
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.9038,0.9500,62,525,53
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.3077,0.4714,444,61,390
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.4492,0.6265,467,577,327
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.9130,0.9545,66,84,66
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6954,0.8654,370,66,58
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.8182,0.9000,58,71,72
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6400,0.7917,209,552,362
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.2692,0.4500,809,59,400
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.8441,0.9298,65,482,316
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.4016,0.5778,567,73,451
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.5087,0.7586,412,58,73
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6518,0.8333,268,114,71
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.9063,0.9683,404,70,50
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.5746,0.7353,567,61,387
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.8860,0.9412,53,46,50
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6849,0.8343,1594,652,355
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7400,0.8571,156,603,392
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.5266,0.6915,507,559,388
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6021,0.7564,256,611,396
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7179,0.8750,542,741,106
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7038,0.8551,403,772,108
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6947,0.8286,302,274,547
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.5316,0.6944,562,655,485
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.4586,0.6304,589,645,462
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6633,0.8020,379,628,520
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.7017,0.8721,608,809,105
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.5671,0.7238,515,692,527
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.0364,0.0714,76,77,61
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6985,0.8235,296,595,426
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6746,0.8105,462,700,320
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.4167,0.5882,59,548,62
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.8780,0.9524,367,69,65
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.7610,0.8824,78,559,307
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.5151,0.6804,446,689,453
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6777,0.8095,61,417,56
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.4789,0.6512,454,523,360
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6492,0.7895,61,581,53
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.0385,0.0755,329,73,382
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6766,0.8545,333,69,67
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.9093,0.9672,437,546,373
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.1750,0.3000,44,63,53
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.4755,0.6447,393,70,357
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7692,0.8696,81,507,66
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6736,0.8571,308,660,56
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5508,0.7113,461,602,419
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,1.0000,1.0000,1,489,440
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.7696,0.8706,278,557,338
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5324,0.7000,614,667,433
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.5111,0.6771,503,751,402
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.8016,0.9143,429,693,79
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.7292,0.8438,380,547,335
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6266,0.8010,2378,642,440
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.8042,0.9146,528,546,101
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.5479,0.7114,1012,526,627
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.8457,0.9167,125,541,106
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.7474,0.8605,234,577,424
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.7084,0.8351,317,676,501
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.5866,0.7434,668,665,475
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.7000,0.8235,63,459,48
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6299,0.7750,267,80,329
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6243,0.7692,325,625,380
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.4918,0.6596,474,575,427
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.1476,0.2581,361,57,456
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.7035,0.8261,92,569,72
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.5889,0.7439,406,88,329
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.4625,0.7111,68,76,310
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.5562,0.7164,265,513,307
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6035,0.8000,262,629,62
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.5524,0.7126,363,486,464
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7316,0.8472,238,699,323
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.9123,0.9545,64,82,57
