scenario_type,profile,target_cos,target_jac,len_ei,len_su,len_fo
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.7356,0.8571,174,426,318
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.6361,0.7833,288,504,155
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.7973,0.8873,292,392,213
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.5338,0.6981,213,151,185
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7485,0.8644,273,590,144
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.6260,0.7714,359,615,515
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7216,0.8421,457,544,308
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.6362,0.7778,329,401,318
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7077,0.8289,308,399,302
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.5587,0.7176,383,496,329
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7423,0.8523,344,513,385
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.6828,0.8125,392,370,291
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.6577,0.7945,303,411,236
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7210,0.8387,373,442,348
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7847,0.8804,426,550,302
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7323,0.8462,390,703,346
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7058,0.8276,314,395,379
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.5360,0.7000,278,434,221
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.6674,0.8033,248,445,193
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.6985,0.8261,333,581,183
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.5425,0.7049,274,427,238
trajectory_disengagement_to_ownership,cell_85_messages_recog_single_psycho,0.7783,0.8769,285,474,194
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6412,0.7838,353,569,220
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6396,0.7831,398,566,302
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6061,0.7632,401,543,223
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7331,0.8551,345,503,171
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7240,0.8400,276,613,269
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7610,0.8681,490,485,268
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6535,0.7922,383,444,259
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6962,0.8272,413,458,233
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6944,0.8197,233,379,242
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6045,0.7536,272,438,290
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.5991,0.7619,338,507,164
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7254,0.8462,451,512,243
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.5592,0.7176,379,461,315
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7155,0.8395,396,432,216
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.5233,0.6875,379,472,295
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.7119,0.8429,374,418,174
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.6750,0.8116,339,354,242
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.5286,0.7143,256,324,122
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.6687,0.8030,297,450,219
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.6667,0.8000,217,315,183
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.5429,0.7097,292,424,189
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.7068,0.8500,486,458,142
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5778,0.7416,464,486,262
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6447,0.7867,343,470,253
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.8030,0.8913,384,516,336
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6584,0.7971,304,537,215
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5728,0.7286,283,413,247
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.7443,0.8592,326,498,210
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6079,0.7571,329,404,283
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5835,0.7377,259,426,191
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.7190,0.8378,294,508,252
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6282,0.7727,296,550,229
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6447,0.7917,319,416,198
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6394,0.7812,476,550,365
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6593,0.7949,316,478,297
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6229,0.7681,297,562,242
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6586,0.8000,375,386,246
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.4894,0.6571,274,429,306
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7167,0.8375,341,471,238
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7203,0.8434,412,537,229
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.7370,0.8488,332,637,322
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6010,0.7568,353,360,227
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.5323,0.7042,363,594,193
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6180,0.7763,444,428,233
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6082,0.7595,406,513,290
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6734,0.8101,368,647,245
productive_deadlock_impasse,cell_85_messages_recog_single_psycho,0.6651,0.8000,336,562,286
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6811,0.8108,293,533,271
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.7742,0.8727,184,422,202
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.7092,0.8406,365,495,155
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6743,0.8056,279,497,297
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.5344,0.7051,423,498,262
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6111,0.7600,270,376,312
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6906,0.8209,322,391,224
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6588,0.7969,268,555,180
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6972,0.8226,180,524,276
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.8270,0.9054,275,660,257
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.5843,0.7407,391,508,287
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6349,0.7778,381,467,270
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.8919,0.9444,170,391,274
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.7564,0.8615,274,472,238
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6748,0.8101,352,680,232
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.5829,0.7391,232,413,324
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6720,0.8052,329,417,273
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6786,0.8095,257,553,233
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6226,0.7872,251,400,102
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6331,0.7755,191,396,162
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6186,0.7647,261,429,248
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6361,0.7791,300,442,384
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.5784,0.7377,262,405,162
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.5830,0.7368,276,486,326
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.5189,0.7000,326,418,156
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.5950,0.7470,382,658,314
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6864,0.8148,354,434,272
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.5308,0.7130,909,466,306
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.7360,0.8485,241,434,194
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.7417,0.8533,301,493,209
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.5908,0.7429,261,469,304
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.7323,0.8485,304,524,180
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.5578,0.7179,301,444,392
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6382,0.7805,392,403,274
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.5889,0.7424,307,430,259
trajectory_disengagement_to_ownership,cell_87_messages_recog_multi_psycho,0.6176,0.7636,210,397,217
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.7554,0.8611,287,438,263
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6185,0.7662,306,399,297
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6982,0.8267,333,394,236
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.7194,0.8525,289,405,123
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6363,0.7778,257,430,277
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6511,0.7887,282,516,252
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6858,0.8152,433,197,349
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6122,0.7612,292,509,191
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.7142,0.8333,243,175,210
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6734,0.8060,279,455,198
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6127,0.7606,288,438,262
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.7360,0.8485,262,385,213
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6288,0.8269,310,402,61
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6672,0.8125,300,451,160
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6742,0.8070,230,387,193
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6684,0.8082,368,417,215
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6367,0.7941,403,284,178
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.5436,0.7059,272,443,295
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7391,0.8750,295,356,86
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7522,0.8592,292,472,252
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7011,0.8243,303,227,273
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6869,0.8361,321,543,114
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7247,0.8421,332,428,262
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.8352,0.9155,343,395,158
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7639,0.8689,284,422,195
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6856,0.8136,207,398,200
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7122,0.8333,307,375,227
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7560,0.8667,182,402,284
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6455,0.7848,311,311,275
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.5637,0.7231,275,398,230
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6533,0.7903,230,446,254
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7197,0.8382,216,214,260
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6151,0.7647,284,436,243
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.5581,0.7167,242,210,205
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7185,0.8375,305,298,272
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6985,0.8235,209,328,169
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6027,0.7778,352,450,134
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6706,0.8030,228,429,221
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6651,0.8000,314,432,257
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7215,0.8393,242,371,200
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6653,0.8000,328,358,265
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6138,0.7639,296,321,233
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.6299,0.7826,334,329,201
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7616,0.8649,309,573,282
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7207,0.8406,275,420,216
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6966,0.8214,347,305,312
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6774,0.8077,312,440,273
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6764,0.8235,346,503,140
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7732,0.8750,348,429,244
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7690,0.8906,358,499,106
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6233,0.7683,356,515,298
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6000,0.7500,298,491,301
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7142,0.8333,292,405,274
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7669,0.8684,252,531,293
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6808,0.8133,253,617,340
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6085,0.7590,369,346,289
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.5143,0.6800,195,474,153
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6945,0.8381,695,479,244
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6985,0.8261,157,471,208
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7728,0.8730,255,440,190
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6136,0.7606,266,307,294
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7480,0.8594,268,421,192
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.5522,0.7440,1065,462,350
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6689,0.8136,350,330,123
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6764,0.8108,338,523,237
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6419,0.7959,249,94,98
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6218,0.7671,284,385,291
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6464,0.7857,258,529,282
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6574,0.7937,240,390,282
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6054,0.7600,222,379,152
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7727,0.8718,303,500,280
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.5915,0.7436,320,375,336
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7808,0.8772,191,431,210
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6398,0.7857,348,375,194
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6962,0.8214,353,531,303
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6176,0.7640,381,483,325
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7205,0.8387,398,490,274
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.5482,0.7101,325,450,276
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7232,0.8438,323,115,178
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.5189,0.6984,322,517,183
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7261,0.8421,183,451,233
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6379,0.7857,200,529,344
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6492,0.7895,505,570,350
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6394,0.7838,2691,2640,2478
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.3509,0.5203,2591,2467,2404
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.3346,0.5572,616,2437,2606
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5546,0.7222,637,1487,325
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5674,0.7259,774,1587,608
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6792,0.8226,854,1252,374
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.1028,0.1867,2756,2580,2598
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6362,0.8077,2712,2541,526
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.0490,0.0934,2662,2664,2721
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6136,0.7667,650,1449,408
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5966,0.7523,609,1499,425
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5237,0.7308,857,1986,225
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5771,0.7319,724,1819,655
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5841,0.7530,1309,1775,554
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6150,0.7638,742,1601,536
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6563,0.7948,2729,2504,2626
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5053,0.6713,656,785,645
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6495,0.8208,485,953,2595
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.4955,0.6794,1091,1127,489
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5168,0.6870,942,1103,606
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5617,0.7273,1255,2236,670
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6449,0.8112,1193,1312,374
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6301,0.7821,1125,1409,547
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6152,0.7817,1049,1402,427
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.7012,0.8276,770,1648,574
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5331,0.6984,751,1470,557
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5969,0.7517,910,1517,674
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5395,0.7115,1082,1748,527
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6595,0.8088,896,1955,383
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5651,0.7248,606,2340,432
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.4964,0.6639,531,761,571
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5554,0.7143,637,901,570
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6362,0.7778,607,2744,603
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6656,0.8297,2697,2585,480
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6353,0.8133,2925,2452,495
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.0142,0.0282,2884,710,2885
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6887,0.8423,2667,963,513
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6148,0.8169,2840,2596,344
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6340,0.8174,2772,535,474
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.7152,0.8372,2745,2493,1787
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5153,0.7189,2758,627,755
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.4833,0.6552,1658,2698,2532
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.0098,0.0194,2733,912,2718
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6206,0.8009,2734,2522,473
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.2054,0.3462,2626,697,2613
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6963,0.8319,695,1462,295
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6370,0.7851,754,1620,450
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6412,0.7905,697,1484,305
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5534,0.7193,724,1623,453
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5568,0.7244,902,1544,546
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5626,0.7266,885,1268,528
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5154,0.6981,687,1447,349
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6066,0.7742,597,1329,247
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6188,0.7652,537,1212,500
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6689,0.8043,2705,2092,2663
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5520,0.7113,420,722,389
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5370,0.7350,530,2563,2603
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.7021,0.8471,2658,2595,510
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6793,0.8414,2727,2677,410
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6867,0.8348,2612,2634,547
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6588,0.8251,2627,2563,464
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.4046,0.5794,640,2759,491
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6795,0.8355,2714,740,490
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.5418,0.7100,2752,2638,1688
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6744,0.8356,2719,2627,395
trajectory_confusion_to_insight,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5029,0.6813,592,31,358
trajectory_confusion_to_insight,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.2833,0.4419,502,166,470
mood_frustration_to_breakthrough,cell_8_recog_multi_psycho,0.6667,0.8182,514,426,178
trajectory_disengagement_to_ownership,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6020,0.7536,311,237,233
trajectory_disengagement_to_ownership,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.4492,0.6265,490,113,318
misconception_correction_flow,cell_8_recog_multi_psycho,0.7222,0.8493,400,747,201
epistemic_resistance_impasse,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.4639,0.6410,455,788,318
mutual_transformation_journey,cell_2_base_single_psycho,0.6908,0.8219,326,696,214
trajectory_confusion_to_insight,cell_2_base_single_psycho,0.5384,0.7273,307,842,121
trajectory_confusion_to_insight,cell_2_base_single_psycho,0.6104,0.8047,313,733,1849
trajectory_confusion_to_insight,cell_4_base_multi_psycho,0.3595,0.5333,318,533,254
trajectory_confusion_to_insight,cell_4_base_multi_psycho,0.3329,0.5000,262,802,254
mood_frustration_to_breakthrough,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5500,0.7126,448,774,347
mood_frustration_to_breakthrough,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5813,0.7404,545,181,447
misconception_correction_flow,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5663,0.7245,412,612,484
trajectory_overconfidence_to_humility,cell_2_base_single_psycho,0.6953,0.8243,362,757,211
trajectory_overconfidence_to_humility,cell_2_base_single_psycho,0.7127,0.8434,507,771,206
trajectory_confusion_to_insight,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.4702,0.7157,429,626,3003
trajectory_confusion_to_insight,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.4188,0.5926,381,627,496
trajectory_overconfidence_to_humility,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6193,0.7654,416,779,311
trajectory_overconfidence_to_humility,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.4999,0.6667,494,664,420
trajectory_overconfidence_to_humility,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6044,0.8105,308,672,2679
trajectory_disengagement_to_ownership,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6242,0.7778,444,703,221
trajectory_disengagement_to_ownership,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5779,0.7347,522,1096,376
trajectory_disengagement_to_ownership,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6060,0.7547,445,803,490
trajectory_disengagement_to_ownership,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5664,0.7397,374,622,185
epistemic_resistance_impasse,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6738,0.8246,132,743,282
epistemic_resistance_impasse,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5389,0.7073,484,698,311
epistemic_resistance_impasse,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.7525,0.8608,375,593,245
affective_shutdown_impasse,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.4453,0.6923,421,771,2606
affective_shutdown_impasse,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6882,0.8906,450,704,29
productive_deadlock_impasse,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.4697,0.6400,386,149,323
mood_frustration_to_breakthrough,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.4657,0.6395,462,684,320
mood_frustration_to_breakthrough,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5496,0.7403,435,1210,2671
misconception_correction_flow,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6033,0.7590,447,60,244
mutual_transformation_journey,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.6351,0.7812,489,222,312
